# Lattice genre authority map (genre_tidy.py)
# Format:  Artist<TAB>Genre<TAB>Second Genre<TAB>...   (tab-separated)
#   - Every genre on the line is ALLOWED for that artist; albums tagged
#     with any of them are left untouched.
#   - The FIRST genre is the fix target: `apply` retags any album whose
#     genre is NOT on the line to that first genre.
#   - `build` lists every genre an artist currently uses, so `apply`
#     changes nothing until you edit. To tidy, REMOVE a stray genre from a
#     line and its albums collapse to the first genre; reorder to retarget.
#   - Leave only the artist (no genres) to skip that artist entirely.
#   - Lines starting with # are comments.

Travis Scott	Trap
Trent Reznor / Atticus Ross	Post-Industrial
Trent Reznor and Atticus Ross	Soundtrack
Trivium	Metalcore
# Turnstile: 2 genres: Hardcore×3, Alternative Rock×1
Turnstile	Hardcore	Alternative Rock
TV on the Radio	Indie Rock
Ty Dolla $ign feat. The Weeknd, Wiz Khalifa & DJ Mustard	R&B
Tycho	Downtempo
Tyler, The Creator	Alternative Rap
uamee	Hardbass
UGK	Southern Rap
Ugly Casanova	Indie Rock
Umbra Vitae	Metal
Uncle Murda	Hardcore Hip Hop
Underoath	Metalcore
Unknown T	Drill
Vampire Weekend	Indie Rock
# Various Artists: EXCLUDED (compilation): Video Game×3, Pop×2, Northern Rap×1, Electronic×1, Techno×1, Soundtrack×1, Drum & Bass×1, Hardcore Hip Hop×1, Midwest Rap×1, Rock×1, Dubstep×1, Metal×1, Punk Rock×1. Not enforced; investigate manually.
Veeze	Trap
Vein.fm	Metalcore
Venetian Snares	Breakcore
Vex’d	Dubstep
Viagra Boys	Post-Punk
Viktor Vaughn	Abstract Hip Hop
# Vince Staples: 2 genres: Alternative Rap×5, Gangsta Rap×5
Vince Staples	Alternative Rap	Gangsta Rap
Vince Staples & Larry Fisherman	Alternative Rap
Virtual Riot	Dubstep
Waka Flocka Flame	Trap
Walter Mitty and His Makeshift Orchestra	Folk Punk
Warren G	G-Funk
Wednesday	Shoegaze
Weezer	Emo
Westside Gunn	Abstract Hip Hop
Westside Gunn & Conway	Abstract Hip Hop
Westside Gunn, Conway the Machine, The Alchemist	Abstract Hip Hop
White Zombie	Industrial
Wilco	Indie Rock
William Bonney	Skramz
Wingnut Dishwashers Union	Folk Punk
Wormrot	Grindcore
Wugazi	Alternative Rap
Wu‐Tang Clan	Hardcore Hip Hop
XS Project	Hardbass
# XXXTENTACION: 2 genres: Trap Metal×1, Alternative Rap×1
XXXTENTACION	Trap Metal	Alternative Rap
Xzibit	Gangsta Rap
Ye	Midwest Rap
Yelawolf	Southern Rap
Yellowcard	Pop Punk
YG	Gangsta Rap
YG & Mozzy	Gangsta Rap
Yo La Tengo	Indie Rock
Young Buck	Southern Rap
Young Jeezy	Trap
Young Jeezy & DJ Drama	Trap
Young LS	UK Rap
Young Pappy	Drill
Young Thug	Trap
Young Thug, A$AP Ferg & Freddie Gibbs	Trap
Your Old Droog	Boom Bap
Yung Lean	Cloud Rap
Zach Bryan	Country
Zelooperz	Alternative Rap
Zeromancer	Industrial
Ólafur Arnalds	Neoclassical
Ólafur Arnalds & Nils Frahm	Neoclassical
μ‐Ziq	IDM
Скриптонит	Non-English Rap
